-183.036, 72.246, 1.760,  7.606
-183.032, 72.188, 1.767,  7.639
-183.027, 72.129, 1.773,  7.672
-183.022, 72.070, 1.780,  7.705
-183.018, 72.010, 1.786,  7.738
-183.013, 71.951, 1.793,  7.771
-183.008, 71.891, 1.800,  7.804
-183.004, 71.831, 1.806,  7.837
-182.999, 71.771, 1.813,  7.870
-182.994, 71.711, 1.819,  7.903
-182.990, 71.650, 1.826,  7.936
-182.985, 71.589, 1.833,  7.969
-182.980, 71.528, 1.840,  8.002
-182.976, 71.467, 1.846,  8.035
-182.971, 71.405, 1.853,  8.068
-182.967, 71.343, 1.860,  8.101
-182.962, 71.281, 1.867,  8.134
-182.957, 71.219, 1.874,  8.167
-182.953, 71.157, 1.880,  8.200
-182.948, 71.094, 1.887,  8.233
-182.944, 71.031, 1.894,  8.266
-182.939, 70.968, 1.901,  8.299
-182.935, 70.904, 1.908,  8.332
-182.930, 70.841, 1.915,  8.365
-182.926, 70.777, 1.922,  8.398
-182.921, 70.713, 1.929,  8.431
-182.917, 70.649, 1.936,  8.464
-182.912, 70.584, 1.943,  8.497
-182.908, 70.519, 1.950,  8.530
-182.903, 70.454, 1.957,  8.563
-182.899, 70.389, 1.964,  8.596
-182.894, 70.324, 1.971,  8.629
-182.890, 70.258, 1.978,  8.662
-182.885, 70.192, 1.985,  8.695
-182.881, 70.126, 1.992,  8.728
-182.876, 70.059, 1.999,  8.761
-182.872, 69.993, 2.006,  8.794
-182.868, 69.926, 2.013,  8.827
-182.863, 69.859, 2.020,  8.860
-182.859, 69.791, 2.028,  8.893
-182.855, 69.724, 2.035,  8.926
-182.850, 69.656, 2.042,  8.959
-182.846, 69.588, 2.049,  8.992
-182.842, 69.519, 2.057,  9.025
-182.837, 69.451, 2.064,  9.058
-182.833, 69.382, 2.071,  9.091
-182.829, 69.313, 2.078,  9.124
-182.824, 69.243, 2.086,  9.157
-182.820, 69.174, 2.093,  9.190
-182.816, 69.104, 2.100,  9.223
-182.812, 69.034, 2.108,  9.256
-182.807, 68.964, 2.115,  9.289
-182.803, 68.893, 2.123,  9.322
-182.799, 68.822, 2.130,  9.355
-182.795, 68.751, 2.138,  9.388
-182.791, 68.680, 2.145,  9.421
-182.786, 68.608, 2.153,  9.454
-182.782, 68.536, 2.160,  9.487
-182.778, 68.464, 2.168,  9.520
-182.774, 68.392, 2.175,  9.553
-182.770, 68.319, 2.183,  9.586
-182.766, 68.247, 2.191,  9.619
-182.762, 68.173, 2.198,  9.652
-182.758, 68.100, 2.206,  9.685
-182.753, 68.026, 2.213,  9.718
-182.749, 67.953, 2.221,  9.751
-182.745, 67.878, 2.229,  9.784
-182.741, 67.804, 2.237,  9.817
-182.737, 67.729, 2.244,  9.850
-182.733, 67.655, 2.252,  9.883
-182.729, 67.579, 2.260,  9.916
-182.725, 67.504, 2.268,  9.949
-182.721, 67.428, 2.276,  9.982
-182.717, 67.352, 2.283, 10.015
-182.713, 67.276, 2.291, 10.048
-182.709, 67.200, 2.299, 10.081
-182.706, 67.123, 2.307, 10.114
-182.702, 67.046, 2.315, 10.147
-182.698, 66.969, 2.323, 10.180
-182.694, 66.891, 2.331, 10.213
-182.690, 66.813, 2.339, 10.246
-182.686, 66.735, 2.347, 10.279
-182.682, 66.657, 2.355, 10.312
-182.678, 66.578, 2.363, 10.345
-182.675, 66.499, 2.371, 10.378
-182.671, 66.420, 2.379, 10.411
-182.667, 66.341, 2.387, 10.444
-182.663, 66.261, 2.395, 10.477
-182.659, 66.181, 2.403, 10.510
-182.656, 66.101, 2.411, 10.543
-182.652, 66.020, 2.420, 10.576
-182.648, 65.940, 2.428, 10.609
-182.645, 65.859, 2.436, 10.642
-182.641, 65.777, 2.445, 10.675
-182.637, 65.696, 2.453, 10.708
-182.633, 65.614, 2.461, 10.741
-182.630, 65.532, 2.470, 10.774
-182.626, 65.449, 2.478, 10.807
-182.623, 65.366, 2.487, 10.840
-182.619, 65.283, 2.495, 10.873
-182.615, 65.200, 2.504, 10.906
-182.612, 65.116, 2.512, 10.939
-182.608, 65.033, 2.521, 10.972
-182.605, 64.948, 2.529, 11.005
-182.601, 64.864, 2.538, 11.038
-182.598, 64.779, 2.546, 11.071
-182.594, 64.694, 2.555, 11.104
-182.590, 64.609, 2.563, 11.137
-182.587, 64.523, 2.572, 11.170
-182.583, 64.437, 2.581, 11.203
-182.580, 64.351, 2.589, 11.236
-182.577, 64.265, 2.598, 11.269
-182.573, 64.178, 2.607, 11.302
-182.570, 64.091, 2.616, 11.335
-182.566, 64.004, 2.625, 11.368
-182.563, 63.916, 2.633, 11.401
-182.559, 63.828, 2.642, 11.434
-182.556, 63.740, 2.651, 11.467
-182.553, 63.651, 2.660, 11.500
-182.549, 63.562, 2.669, 11.533
-182.546, 63.473, 2.678, 11.566
-182.543, 63.384, 2.687, 11.599
-182.539, 63.294, 2.696, 11.632
-182.536, 63.204, 2.705, 11.665
-182.533, 63.114, 2.714, 11.698
-182.529, 63.023, 2.723, 11.731
-182.526, 62.932, 2.732, 11.764
-182.523, 62.841, 2.742, 11.797
-182.520, 62.749, 2.751, 11.830
-182.516, 62.657, 2.760, 11.863
-182.513, 62.565, 2.770, 11.896
-182.510, 62.473, 2.779, 11.929
-182.507, 62.380, 2.788, 11.962
-182.504, 62.287, 2.798, 11.995
-182.500, 62.193, 2.807, 12.028
-182.497, 62.100, 2.817, 12.061
-182.494, 62.006, 2.826, 12.094
-182.491, 61.911, 2.836, 12.127
-182.488, 61.816, 2.846, 12.160
-182.485, 61.721, 2.855, 12.193
-182.482, 61.626, 2.865, 12.226
-182.478, 61.530, 2.875, 12.259
-182.475, 61.434, 2.884, 12.292
-182.472, 61.338, 2.894, 12.325
-182.469, 61.241, 2.904, 12.358
-182.466, 61.144, 2.914, 12.391
-182.463, 61.047, 2.923, 12.424
-182.460, 60.949, 2.933, 12.457
-182.457, 60.851, 2.943, 12.490
-182.454, 60.753, 2.953, 12.523
-182.451, 60.654, 2.963, 12.556
-182.448, 60.555, 2.973, 12.589
-182.445, 60.456, 2.983, 12.622
-182.442, 60.356, 2.993, 12.655
-182.439, 60.256, 3.003, 12.688
-182.436, 60.156, 3.013, 12.721
-182.433, 60.055, 3.023, 12.754
-182.430, 59.955, 3.033, 12.787
-182.428, 59.853, 3.044, 12.820
-182.425, 59.751, 3.054, 12.853
-182.422, 59.649, 3.064, 12.886
-182.419, 59.547, 3.075, 12.919
-182.416, 59.444, 3.085, 12.952
-182.413, 59.341, 3.096, 12.985
-182.410, 59.238, 3.106, 13.018
-182.407, 59.134, 3.116, 13.051
-182.405, 59.030, 3.127, 13.084
-182.402, 58.926, 3.138, 13.117
-182.399, 58.821, 3.148, 13.150
-182.396, 58.716, 3.159, 13.183
-182.393, 58.610, 3.169, 13.216
-182.391, 58.504, 3.180, 13.249
-182.388, 58.398, 3.191, 13.282
-182.385, 58.291, 3.201, 13.315
-182.382, 58.184, 3.212, 13.348
-182.380, 58.077, 3.223, 13.381
-182.377, 57.969, 3.234, 13.414
-182.374, 57.861, 3.245, 13.447
-182.372, 57.753, 3.256, 13.480
-182.369, 57.644, 3.267, 13.513
-182.366, 57.535, 3.278, 13.546
-182.363, 57.426, 3.289, 13.579
-182.361, 57.316, 3.300, 13.612
-182.358, 57.205, 3.311, 13.645
-182.355, 57.095, 3.322, 13.678
-182.353, 56.984, 3.333, 13.711
-182.350, 56.872, 3.345, 13.744
-182.348, 56.761, 3.356, 13.777
-182.345, 56.649, 3.367, 13.810
-182.342, 56.536, 3.378, 13.843
-182.340, 56.423, 3.390, 13.876
-182.337, 56.310, 3.401, 13.909
-182.335, 56.196, 3.413, 13.942
-182.332, 56.082, 3.424, 13.975
-182.330, 55.968, 3.436, 14.008
-182.327, 55.853, 3.447, 14.041
-182.324, 55.738, 3.459, 14.074
-182.322, 55.622, 3.470, 14.107
-182.319, 55.506, 3.482, 14.140
-182.317, 55.390, 3.494, 14.173
-182.314, 55.273, 3.506, 14.206
-182.312, 55.156, 3.517, 14.239
-182.309, 55.039, 3.529, 14.272
-182.307, 54.921, 3.541, 14.305
-182.304, 54.802, 3.553, 14.338
-182.302, 54.684, 3.565, 14.371
-182.300, 54.565, 3.577, 14.404
-182.297, 54.445, 3.589, 14.437
-182.295, 54.325, 3.601, 14.470
-182.292, 54.205, 3.613, 14.503
-182.290, 54.084, 3.625, 14.536
-182.287, 53.963, 3.637, 14.569
-182.285, 53.842, 3.649, 14.602
-182.283, 53.720, 3.662, 14.635
-182.280, 53.597, 3.674, 14.668
-182.278, 53.475, 3.686, 14.701
-182.275, 53.351, 3.699, 14.734
-182.273, 53.228, 3.711, 14.767
-182.271, 53.104, 3.724, 14.800
-182.268, 52.979, 3.736, 14.833
-182.266, 52.855, 3.749, 14.866
-182.264, 52.729, 3.762, 14.899
-182.261, 52.604, 3.774, 14.932
-182.259, 52.477, 3.787, 14.965
-182.257, 52.351, 3.800, 14.998
-182.254, 52.224, 3.812, 15.031
-182.252, 52.097, 3.825, 15.064
-182.250, 51.969, 3.838, 15.097
-182.247, 51.841, 3.851, 15.130
-182.245, 51.712, 3.864, 15.163
-182.243, 51.583, 3.877, 15.196
-182.241, 51.453, 3.890, 15.229
-182.238, 51.323, 3.903, 15.262
-182.236, 51.193, 3.916, 15.295
-182.234, 51.062, 3.929, 15.328
-182.232, 50.931, 3.942, 15.361
-182.229, 50.799, 3.955, 15.394
-182.227, 50.667, 3.968, 15.427
-182.225, 50.534, 3.981, 15.460
-182.223, 50.401, 3.994, 15.493
-182.221, 50.268, 4.007, 15.526
-182.218, 50.134, 4.020, 15.559
-182.216, 50.000, 4.033, 15.592
-182.214, 49.865, 4.046, 15.625
-182.212, 49.730, 4.060, 15.658
-182.210, 49.594, 4.073, 15.691
-182.207, 49.458, 4.086, 15.724
-182.205, 49.321, 4.100, 15.757
-182.203, 49.184, 4.113, 15.790
-182.201, 49.047, 4.127, 15.823
-182.199, 48.909, 4.140, 15.856
-182.197, 48.771, 4.154, 15.889
-182.195, 48.632, 4.168, 15.922
-182.192, 48.493, 4.181, 15.955
-182.190, 48.353, 4.195, 15.988
-182.188, 48.213, 4.209, 16.021
-182.186, 48.072, 4.223, 16.054
-182.184, 47.931, 4.237, 16.087
-182.182, 47.790, 4.250, 16.120
-182.180, 47.648, 4.264, 16.153
-182.178, 47.505, 4.279, 16.186
-182.176, 47.362, 4.293, 16.219
-182.174, 47.219, 4.307, 16.252
-182.172, 47.075, 4.321, 16.285
-182.169, 46.930, 4.335, 16.318
-182.167, 46.786, 4.349, 16.351
-182.165, 46.640, 4.364, 16.384
-182.163, 46.494, 4.378, 16.417
-182.161, 46.348, 4.393, 16.450
-182.159, 46.201, 4.407, 16.483
-182.157, 46.054, 4.422, 16.516
-182.155, 45.906, 4.436, 16.549
-182.153, 45.758, 4.451, 16.582
-182.151, 45.609, 4.465, 16.615
-182.149, 45.460, 4.480, 16.648
-182.147, 45.311, 4.495, 16.681
-182.145, 45.160, 4.510, 16.714
-182.143, 45.010, 4.525, 16.747
-182.141, 44.858, 4.539, 16.780
-182.139, 44.707, 4.554, 16.813
-182.137, 44.555, 4.569, 16.846
-182.135, 44.402, 4.584, 16.879
-182.133, 44.249, 4.599, 16.912
-182.131, 44.095, 4.614, 16.945
-182.129, 43.941, 4.630, 16.978
-182.127, 43.786, 4.645, 17.011
-182.125, 43.631, 4.660, 17.044
-182.123, 43.475, 4.676, 17.077
-182.122, 43.319, 4.691, 17.110
-182.120, 43.162, 4.706, 17.143
-182.118, 43.005, 4.722, 17.176
-182.116, 42.847, 4.738, 17.209
-182.114, 42.689, 4.753, 17.242
-182.112, 42.530, 4.769, 17.275
-182.110, 42.371, 4.785, 17.308
-182.108, 42.211, 4.801, 17.341
-182.106, 42.050, 4.816, 17.374
-182.104, 41.890, 4.832, 17.407
-182.102, 41.728, 4.848, 17.440
-182.100, 41.566, 4.864, 17.473
-182.098, 41.404, 4.880, 17.506
-182.097, 41.240, 4.896, 17.539
-182.095, 41.077, 4.912, 17.572
-182.093, 40.913, 4.929, 17.605
-182.091, 40.748, 4.945, 17.638
-182.089, 40.583, 4.961, 17.671
-182.087, 40.417, 4.977, 17.704
-182.085, 40.251, 4.993, 17.737
-182.083, 40.084, 5.010, 17.770
-182.082, 39.916, 5.026, 17.803
-182.080, 39.749, 5.043, 17.836
-182.078, 39.580, 5.060, 17.869
-182.076, 39.411, 5.076, 17.902
-182.074, 39.241, 5.093, 17.935
-182.072, 39.071, 5.109, 17.968
-182.071, 38.901, 5.116, 18.001
-182.069, 38.731, 5.102, 18.034
-182.067, 38.561, 5.085, 18.067
-182.065, 38.392, 5.073, 18.100
-182.063, 38.224, 5.068, 18.133
-182.062, 38.055, 5.069, 18.166
-182.060, 37.886, 5.077, 18.199
-182.058, 37.716, 5.093, 18.232
-182.056, 37.546, 5.116, 18.265
-182.054, 37.374, 5.146, 18.298
-182.053, 37.202, 5.182, 18.331
-182.051, 37.028, 5.222, 18.364
-182.049, 36.852, 5.266, 18.397
-182.047, 36.675, 5.311, 18.430
-182.045, 36.497, 5.356, 18.463
-182.044, 36.317, 5.398, 18.496
-182.042, 36.136, 5.437, 18.529
-182.040, 35.954, 5.471, 18.562
-182.038, 35.771, 5.500, 18.595
-182.036, 35.587, 5.523, 18.628
-182.035, 35.402, 5.541, 18.661
-182.033, 35.217, 5.555, 18.694
-182.031, 35.032, 5.564, 18.727
-182.029, 34.847, 5.571, 18.760
-182.027, 34.661, 5.576, 18.793
-182.026, 34.475, 5.579, 18.826
-182.024, 34.290, 5.582, 18.859
-182.022, 34.104, 5.586, 18.892
-182.020, 33.917, 5.591, 18.925
-182.019, 33.731, 5.598, 18.958
-182.017, 33.544, 5.608, 18.991
-182.015, 33.357, 5.621, 19.024
-182.013, 33.169, 5.636, 19.057
-182.012, 32.981, 5.655, 19.090
-182.010, 32.792, 5.677, 19.123
-182.008, 32.602, 5.701, 19.156
-182.006, 32.411, 5.727, 19.189
-182.005, 32.220, 5.756, 19.222
-182.003, 32.027, 5.785, 19.255
-182.001, 31.834, 5.814, 19.288
-181.999, 31.639, 5.843, 19.321
-181.998, 31.443, 5.872, 19.354
-181.996, 31.247, 5.898, 19.387
-181.994, 31.050, 5.923, 19.420
-181.992, 30.852, 5.946, 19.453
-181.991, 30.653, 5.966, 19.486
-181.989, 30.454, 5.985, 19.519
-181.987, 30.254, 6.002, 19.552
-181.985, 30.054, 6.018, 19.585
-181.984, 29.853, 6.032, 19.618
-181.982, 29.652, 6.046, 19.651
-181.980, 29.450, 6.060, 19.684
-181.979, 29.248, 6.075, 19.717
-181.977, 29.045, 6.089, 19.750
-181.975, 28.842, 6.105, 19.783
-181.973, 28.638, 6.122, 19.816
-181.972, 28.433, 6.141, 19.849
-181.970, 28.228, 6.161, 19.882
-181.968, 28.022, 6.182, 19.915
-181.967, 27.816, 6.204, 19.948
-181.965, 27.608, 6.228, 19.981
-181.963, 27.400, 6.252, 20.014
-181.961, 27.191, 6.277, 20.047
-181.960, 26.981, 6.302, 20.080
-181.958, 26.771, 6.327, 20.113
-181.956, 26.559, 6.352, 20.146
-181.955, 26.347, 6.376, 20.179
-181.953, 26.134, 6.399, 20.212
-181.951, 25.920, 6.422, 20.245
-181.949, 25.705, 6.443, 20.278
-181.948, 25.490, 6.464, 20.311
-181.946, 25.274, 6.484, 20.344
-181.944, 25.058, 6.503, 20.377
-181.943, 24.841, 6.522, 20.410
-181.941, 24.623, 6.541, 20.443
-181.939, 24.404, 6.561, 20.476
-181.937, 24.185, 6.580, 20.509
-181.936, 23.966, 6.600, 20.542
-181.934, 23.745, 6.620, 20.575
-181.932, 23.524, 6.642, 20.608
-181.931, 23.302, 6.664, 20.641
-181.929, 23.079, 6.687, 20.674
-181.927, 22.856, 6.710, 20.707
-181.925, 22.632, 6.735, 20.740
-181.924, 22.407, 6.759, 20.773
-181.922, 22.181, 6.784, 20.806
-181.920, 21.954, 6.808, 20.839
-181.919, 21.727, 6.832, 20.872
-181.917, 21.498, 6.856, 20.905
-181.915, 21.269, 6.879, 20.938
-181.913, 21.039, 6.902, 20.971
-181.912, 20.809, 6.924, 21.004
-181.910, 20.578, 6.946, 21.037
-181.908, 20.346, 6.967, 21.070
-181.906, 20.113, 6.989, 21.103
-181.905, 19.879, 7.010, 21.136
-181.903, 19.645, 7.032, 21.169
-181.901, 19.410, 7.054, 21.202
-181.900, 19.175, 7.077, 21.235
-181.898, 18.938, 7.100, 21.268
-181.896, 18.701, 7.124, 21.301
-181.894, 18.463, 7.147, 21.334
-181.893, 18.224, 7.172, 21.367
-181.891, 17.985, 7.196, 21.400
-181.889, 17.744, 7.221, 21.433
-181.888, 17.503, 7.246, 21.466
-181.886, 17.261, 7.271, 21.499
-181.884, 17.018, 7.297, 21.532
-181.882, 16.774, 7.321, 21.565
-181.881, 16.529, 7.346, 21.598
-181.879, 16.284, 7.371, 21.631
-181.877, 16.037, 7.395, 21.664
-181.876, 15.790, 7.420, 21.697
-181.874, 15.542, 7.444, 21.730
-181.872, 15.294, 7.468, 21.763
-181.870, 15.044, 7.492, 21.796
-181.869, 14.794, 7.516, 21.829
-181.867, 14.543, 7.540, 21.862
-181.865, 14.291, 7.565, 21.895
-181.864, 14.038, 7.589, 21.928
-181.862, 13.785, 7.614, 21.961
-181.860, 13.530, 7.639, 21.994
-181.858, 13.275, 7.664, 22.027
-181.857, 13.019, 7.689, 22.060
-181.855, 12.762, 7.714, 22.093
-181.853, 12.504, 7.740, 22.126
-181.851, 12.245, 7.766, 22.159
-181.850, 11.986, 7.792, 22.192
-181.848, 11.726, 7.818, 22.225
-181.846, 11.464, 7.844, 22.258
-181.844, 11.202, 7.870, 22.291
-181.843, 10.939, 7.897, 22.324
-181.841, 10.675, 7.923, 22.357
-181.839, 10.410, 7.949, 22.390
-181.837, 10.145, 7.976, 22.423
-181.836, 9.878, 8.002, 22.456
-181.834, 9.611, 8.029, 22.489
-181.832, 9.343, 8.055, 22.522
-181.830, 9.073, 8.082, 22.555
-181.828, 8.803, 8.109, 22.588
-181.827, 8.532, 8.136, 22.621
-181.825, 8.261, 8.162, 22.654
-181.823, 7.988, 8.189, 22.687
-181.821, 7.714, 8.217, 22.720
-181.819, 7.440, 8.244, 22.753
-181.818, 7.164, 8.271, 22.786
-181.816, 6.888, 8.299, 22.819
-181.814, 6.610, 8.326, 22.852
-181.812, 6.332, 8.354, 22.885
-181.810, 6.053, 8.382, 22.918
-181.809, 5.773, 8.410, 22.951
-181.807, 5.492, 8.438, 22.984
-181.805, 5.210, 8.466, 23.017
